Gene.Ensembl	logFC	AveExpr	t	P.Value	adj.P.Val	B	gene	rank
1153	ENSMUSG00000024013	1.98744318976758	-0.243205250147855	3.99918473662032	0.000522693820345397	0.00657903559670755	-0.105811702845722	Fgd2	139
153	ENSMUSG00000024232	1.98456641414642	-0.00160696525998341	7.20973666545797	1.81668781957036e-07	1.72454731316601e-05	7.28231406081764	Bambi	140
455	ENSMUSG00000021457	1.96378405516791	2.66962923176879	5.38434394845207	1.54242268553333e-05	0.000492354880982113	2.9341759619409	Syk	141
253	ENSMUSG00000082233	1.95984138388713	0.412651277701483	6.27889855835722	1.67242094714775e-06	9.60088610133355e-05	5.21233473497145	Gm6506	142
636	ENSMUSG00000079547	1.95282566701641	0.2241061756258	4.91863091818795	5.02262424002114e-05	0.00114699047896332	2.02474937778862	H2-DMb1	143
2340	ENSMUSG00000078157	1.95202262356914	-2.46232474213201	2.98910492314789	0.0063400809528333	0.0393414713085952	-2.24503493568805	Fem1al	144
2633	ENSMUSG00000032012	1.95006301550434	-3.15127541615563	2.81433800200104	0.00956789323402799	0.0527778508663208	-2.57375015829358	Nectin1	145
2472	ENSMUSG00000083512	1.94887876777028	-2.18584695823626	2.89783078241748	0.00786827345267902	0.0462292894930057	-2.42322682671908	Gm12749	146
3879	ENSMUSG00000082938	1.94207128440287	1.07382675086219	2.25705118526212	0.0333184722699478	0.124753155774355	-3.98842162548703	Gm2810	147
1703	ENSMUSG00000002007	1.9419219122052	-0.788924391495148	3.43727580914342	0.00213668439798663	0.0182226683478319	-1.3462282645054	Srpk3	148
7749	ENSMUSG00000095280	1.93488878201995	-0.789755695399385	1.21141470311819	0.237452722876002	0.445059149187128	-5.24109036446196	NA	149
2299	ENSMUSG00000092134	1.92827617892238	-2.64691206692916	3.01041743066129	0.00602647290687355	0.0380627957439147	-2.21377539539386	Gm17089	150
335	ENSMUSG00000030847	1.92395848930068	2.47235802169195	5.84323696696606	4.88915939497038e-06	0.000211970600156865	3.97324162332587	Bag3	151
210	ENSMUSG00000046410	1.91728042558879	-0.0987636321320143	6.54022478445247	8.87451156689817e-07	6.13778123798234e-05	5.83252133340178	Kcnk6	152
659	ENSMUSG00000048191	1.91313729631297	3.981875808248	4.8652441816336	5.75412171816808e-05	0.0012681769929389	1.4223207586278	NA	153
2070	ENSMUSG00000096924	1.90797761847239	-1.34043150575225	3.17052881370121	0.00410261556379617	0.0287856949026935	-1.88662744535885	NA	154
1059	ENSMUSG00000037820	1.89653746432223	-1.05706604413675	4.12358071898721	0.000381205957615683	0.00522817311464607	0.174452860844659	Tgm2	155
1404	ENSMUSG00000053046	1.89243513400091	-2.01705044799959	3.72485562871948	0.00104405512555589	0.0108004676948531	-0.718127222232233	Brsk2	156
3694	ENSMUSG00000031748	1.88880163927841	-3.15865974601557	2.33050233211692	0.0284505847866377	0.111861476297002	-3.43116767722312	Gnao1	157
810	ENSMUSG00000065037	1.88361812505278	5.61494012560863	4.52879154947773	0.00013573869751725	0.00243391215153153	0.178143535632439	NA	158
502	ENSMUSG00000046417	1.87394803744152	-1.34803082453245	5.22405335601118	2.31258276667874e-05	0.00066908271121996	2.64828037601822	Lrrc75a	159
125	ENSMUSG00000017002	1.86973453865812	1.15321059978699	7.55837696025171	8.13474530804584e-08	9.45192326832462e-06	8.11324963669514	Slpi	160
648	ENSMUSG00000049191	1.86838136239015	0.00917115755976453	4.88401345809218	5.48548239761224e-05	0.00122949299911914	1.94677884530074	Rtl5	161
1765	ENSMUSG00000097903	1.86782707797995	-2.0397105961866	3.39376770707746	0.00237866697746305	0.019573801235509	-1.44081580270685	Gm26679	162
22	ENSMUSG00000032845	1.86402179432055	2.871090717325	11.1240975312084	5.44326942858045e-11	3.59354750821374e-08	15.2618147436504	Alpk2	163
185	ENSMUSG00000086127	1.8633187283315	-0.0583084197477134	6.81343249994555	4.61465967902765e-07	3.6228820096323e-05	6.43557863262693	Gm11934	164
109	ENSMUSG00000078606	1.86240855503564	8.19921352720901	7.70826994330454	5.78695303734701e-08	7.71098219398422e-06	7.95017430988664	Gvin2	165
2562	ENSMUSG00000042770	1.85926936498038	-2.07717481231046	2.84821684024625	0.00884002309881032	0.0501141668567998	-2.50996847011816	Hebp1	166
4537	ENSMUSG00000035459	1.85901700496029	-1.92805112265706	2.03839355085467	0.0525991681484894	0.168336066663925	-3.91873511940238	Stab2	167
2178	ENSMUSG00000021423	1.8497049935225	-0.779635950447837	3.09014481286614	0.00497993022455754	0.0332086807077473	-2.09015037641079	Ly86	168
851	ENSMUSG00000086407	1.83612119925691	-1.40817369491244	4.45702378474111	0.000163021174482061	0.00278227912829313	0.920271559388127	Gm14123	169
3356	ENSMUSG00000031465	1.82898181831882	-2.01942944379094	2.48113562274593	0.0204431992184351	0.0884734879167315	-3.23075812330171	Angpt2	170
1108	ENSMUSG00000033066	1.82456756300353	-1.69475353514633	4.05421930866109	0.00045462035313727	0.00595930145213511	0.0236754312808758	Gas7	171
913	ENSMUSG00000082946	1.81122080847011	0.63198936083007	4.36108448554487	0.000208223791351043	0.00331242316055044	0.71925617919231	NA	172
2359	ENSMUSG00000026715	1.80648475310838	-1.97786818050043	2.97543433637653	0.00654938802434611	0.0403235742541767	-2.28104418477619	Serpinc1	173
732	ENSMUSG00000030577	1.80570782435451	3.12855407112355	4.70194007753681	8.72575817802353e-05	0.00173132393138817	1.19869672870889	Cd22	174
141	ENSMUSG00000024610	1.80515551987741	5.26075948190512	7.3613803126726	1.27839033260934e-07	1.31683270856865e-05	7.28797441850649	Cd74	175
734	ENSMUSG00000037071	1.80341494411519	2.57792070634681	4.6981294180718	8.81100294945335e-05	0.00174347420760028	1.21064118342651	Scd1	176
132	ENSMUSG00000036594	1.80299274573741	3.76963854991418	7.50312693133376	9.2295675831393e-08	1.01553211801148e-05	7.83132848874356	H2-Aa	177
131	ENSMUSG00000060586	1.79950865114565	3.40947597472635	7.50925866372853	9.10095209290909e-08	1.00902464272833e-05	7.91391691955692	H2-Eb1	178
976	ENSMUSG00000030103	1.79865392433034	-0.171080898936949	4.26215365777211	0.000267938769011765	0.00398723635361361	0.494090205456363	Bhlhe40	179
277	ENSMUSG00000051627	1.79785756073497	0.41865216837457	6.13605721536188	2.37225330656683e-06	0.000123874613209913	4.89313920404557	H1f4	180
225	ENSMUSG00000020120	1.79591344679946	1.74447517861513	6.44530970286285	1.11611346607576e-06	7.20463643612634e-05	5.57461470310358	Plek	181
2171	ENSMUSG00000034675	1.79532956327881	-1.66202704057303	3.09560792519345	0.0049149963137214	0.0328813479781159	-2.03344069401647	Dbn1	182
248	ENSMUSG00000002204	1.79301285602192	0.287071994893772	6.30066851259706	1.58596040410216e-06	9.28810036660475e-05	5.24447093700214	Napsa	183
2751	ENSMUSG00000026580	1.78282735114008	-2.55680190775999	2.75496446388542	0.0109822188314563	0.0579810055645478	-2.70052160430399	Selp	184
