"Gene.Ensembl","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSMUSG00000030386",-1.02375175859711,4.2910645950584,-9.98972014567626,4.68015962264983e-10,3.63500739889658e-08,12.9116490420935
"ENSMUSG00000058260",-2.56811927986419,3.18088746909964,-9.98545150458063,4.71958310992758e-10,3.64612899407384e-08,13.0474139422421
"ENSMUSG00000026023",-3.16921081078496,1.80337796638143,-9.98265074539256,4.74563587430598e-10,3.64685795970477e-08,13.1475060004913
"ENSMUSG00000024986",4.50793530465132,-0.85910024970086,9.97968359907536,4.77339832661333e-10,3.64888617345958e-08,12.1341379223726
"ENSMUSG00000021127",0.597612652330291,7.96673689692667,9.95887287597886,4.97288663304679e-10,3.78147672556919e-08,12.6370150314128
"ENSMUSG00000070501",-1.01486305785487,6.30589555339854,-9.93536608919933,5.20859972343801e-10,3.94008866579238e-08,12.6088754984691
"ENSMUSG00000031200",-1.55073701246039,4.29612947677662,-9.90522069883296,5.52785886274956e-10,4.15992860738729e-08,12.7419695074144
"ENSMUSG00000029560",2.15174987668479,1.081377676652,9.89339668492998,5.65853544135872e-10,4.23631797681928e-08,12.9426043415917
"ENSMUSG00000064345",-1.74221510346206,10.6546762149118,-9.89050728784138,5.69095040991596e-10,4.23873660274971e-08,12.5828965476041
"ENSMUSG00000030695",0.798630107110254,7.79407208896611,9.88494689211584,5.75387046340568e-10,4.26373543931144e-08,12.4843862264904
"ENSMUSG00000022610",4.16922354181355,-1.28738433205804,9.8605074823084,6.03904834187380e-10,4.45234203641497e-08,11.8442792954909
"ENSMUSG00000029455",2.15588783258628,1.75958991003722,9.85727300803099,6.07786880737594e-10,4.45833164436001e-08,12.9072190323474
"ENSMUSG00000031134",-0.687298437166876,6.64918364153749,-9.85001815127591,6.16588153300177e-10,4.50016398921194e-08,12.4157986512365
"ENSMUSG00000052146",0.890185385171426,9.50846279760831,9.84208388547879,6.26364338263433e-10,4.54865782446905e-08,12.4359232332548
"ENSMUSG00000085603",-0.777307825938603,6.73163233862678,-9.83357756109288,6.37023176007688e-10,4.60304706882371e-08,12.3832187315758
"ENSMUSG00000063524",1.127194957757,7.84161118747074,9.82599753192879,6.46678976813138e-10,4.64968587090793e-08,12.3654940663175
"ENSMUSG00000046785",-1.11011305843185,6.85580318575593,-9.82139255538567,6.52618626076555e-10,4.6692773030226e-08,12.3599649806948
"ENSMUSG00000041966",-0.759552472653239,5.73334113656268,-9.81878468127553,6.56007281798737e-10,4.67051458864944e-08,12.3956132005069
